absolute_magnitude,estimated_diameter_min,estimated_diameter_max,relative_velocity,miss_distance,average_diameter,scaled_relative_velocity,momentum,velocity_distance_ratio,diameter_magnitude_ratio
20.92,0.1740022951,0.38908096,25449.6985254618,56802111.37624568,0.28154162755,0.13186568303820004,7165.149543515351,0.000448041417983359,0.01345801278919694
20.24,0.2379879547,0.5321572445,77306.9704250558,68077230.80677128,0.3850725996,0.4113242084182093,29768.796068776555,0.0011355774832334468,0.019025326067193676
26.1,0.0160160338,0.0358129403,53810.7072689909,48605029.59073486,0.025914487049999997,0.2847029880376218,1394.4768766736054,0.0011071016255331803,0.0009928922241379309
23.21,0.0606114923,0.1355314169,52459.2428881356,68807073.72570325,0.0980714546,0.27741995464341074,5144.754257254163,0.000762410607625349,0.004225396579060749
24.8,0.0291443905,0.0651688382,28688.9161709506,18112444.286967587,0.04715661435,0.14932180738554143,1352.872155992996,0.0015839339912610848,0.0019014763850806451
20.22,0.2401900301,0.5370812349,77307.0355851167,68077354.46437062,0.3886356325,0.4113245595653844,30044.268671321835,0.0011355763776863064,0.01922035769040554
24.33,0.0361871997,0.0809170384,84445.9779154766,60017052.958478846,0.058552119050000004,0.44979627671005207,4944.490952200657,0.0014070330639843018,0.0024065811364570493
19.87,0.2821986791,0.6310154296,58743.519594881,24574460.430639077,0.45660705435000004,0.31128588389914463,26822.70544437012,0.002390429680467793,0.022979720903371918
23.2,0.0608912622,0.1361570015,14431.4496155713,20349136.74927865,0.09852413185,0.07248840614269098,1421.8460447111786,0.0007091922273352886,0.00424672982112069
25.34,0.0227276732,0.0508206223,26625.0759569436,40790266.50962511,0.03677414775,0.13819978492467852,979.1144770956166,0.0006527311105128719,0.0014512291929755327
19.6,0.3195618867,0.7145621017,61825.1941793365,42503941.15203313,0.5170619942,0.32789300964113205,31967.45819416996,0.0014545755641386954,0.026380713989795915
22.41,0.0876102615,0.1959025002,47002.5660716842,13348197.136251476,0.14175638085,0.24801395620305058,6662.913656984954,0.003521266998974197,0.00632558593708166
20.8,0.1838886721,0.411187571,65866.9816458706,39471193.99288468,0.29753812155,0.3496741779116879,19597.937991080664,0.0016687354747298546,0.014304717382211537
22.9,0.0699125232,0.1563291544,41452.7428492034,42122574.89239101,0.11312083880000001,0.21810599234260775,4689.169041662592,0.0009840980271291866,0.0049397746200873375
22.9,0.0699125232,0.1563291544,47841.02903831,43768927.4265427,0.11312083880000001,0.25253242807123283,5411.817333868785,0.0010930363582384215,0.0049397746200873375
23.74,0.0474848397,0.1061793296,49792.6958833865,34706801.37319978,0.07683208465,0.2630499489237404,3825.6766250640576,0.0014346668063117993,0.003236397836983993
25.66,0.0196134944,0.0438571068,31268.0789638183,16221894.592616733,0.0317353006,0.16322090011462573,992.3018851013104,0.0019275232486130024,0.0012367615198752924
24.5,0.0334622374,0.0748238376,14908.538055847,38639696.62852604,0.0541430375,0.07505943286876793,807.1935350279012,0.0003858347595006909,0.0022099198979591834
20.33,0.228325794,0.5105519964,106887.0744260377,73788931.51812191,0.3694388952,0.5707312104044907,39488.24268711554,0.0014485515947576387,0.018172105027053617
21.32,0.1447288051,0.3236234466,12955.6686853218,41630644.362581834,0.23417612584999997,0.06453543161387292,3033.9083005248217,0.0003112050962383499,0.010983870818480299
22.8,0.0732073989,0.1636967205,36056.0344353901,37556809.96197118,0.1184520597,0.18902316326223798,4270.911543486084,0.0009600398562044883,0.0051952657763157896
19.3,0.3669061375,0.8204270649,73836.1361044321,63983855.06471357,0.5936666012,0.39261990320605217,43834.047966858816,0.0011539807351362917,0.030759927523316064
22.43,0.0868070458,0.1941064553,67453.5669019697,15442068.003440779,0.14045675055,0.3582242762839586,9474.308820057695,0.004368169268969661,0.0062620040370040125
23.27,0.0589596608,0.1318378096,36301.6123683286,48124308.908037975,0.0953987352,0.19034658126112042,3463.127905659225,0.0007543300504885861,0.004099644830253545
20.03,0.2621530873,0.5861921237,164228.3268116119,64059150.09617006,0.42417260549999997,0.8797428735352111,69661.15728058692,0.0025636981846474845,0.021176864977533696
16.28,1.474195145,3.2964005564,81971.7135392164,25147988.939122304,2.3852978506999998,0.43646248091514883,195526.95212328897,0.0032595733097247545,0.14651706699631448
20.36,0.2251930467,0.5035469604,30523.0295289867,25925533.278153326,0.36437000355000004,0.15920583320566095,11121.676377833639,0.00117733468397765,0.017896365596758352
23.2,0.0608912622,0.1361570015,28628.0754150672,33920740.876223266,0.09852413185,0.1489939369191756,2820.5562768058244,0.0008439696385032097,0.00424672982112069
18.92,0.437074004,0.9773271842,94456.8293537869,67422790.9588775,0.7072005941,0.5037446947094657,66799.92583580042,0.0014009629089872294,0.03737846691860465
19.24,0.3771854893,0.8434123941,47371.7628690808,48202004.9553884,0.6102989417,0.2500035555166289,28910.936745463365,0.0009827757769189061,0.03172031921517672
25.4,0.022108281,0.0494356193,59613.2854648834,53420810.15586943,0.035771950149999995,0.3159730469247537,2132.4834759275286,0.0011159187831660691,0.0014083444940944882
22.28,0.0930154254,0.2079888141,73235.0594808371,18513211.89437001,0.15050211975,0.38938070490816473,11022.031691883318,0.003955826784606099,0.00675503230475763
25.21,0.0241298697,0.0539560289,75382.9272696539,63590906.21990627,0.039042949300000004,0.40095555146268747,2943.171807474685,0.0011854356503266232,0.0015487088179293933
27.4,0.0088014652,0.0196806745,33333.9147156092,45748865.2440902,0.01424106985,0.17435367651656575,474.71060783893347,0.0007286282301814087,0.0005197470748175183
23.39,0.0557898221,0.1247498347,31732.6970666028,45294395.965701334,0.0902698284,0.16572472426720383,2864.5051188714183,0.0007005877082593622,0.003859334262505344
21.6,0.1272198785,0.2844722965,42401.6435951503,66002426.87626368,0.2058460875,0.22321961273721216,8728.212437631124,0.0006424255228469352,0.009529911458333333
25.06,0.0258556212,0.0578149266,11669.2063999029,65676330.537039,0.0418352739,0.057602694119770814,488.1844459355707,0.00017767750275454112,0.0016694043854748603
21.69,0.1220548318,0.2729229009,17640.4607110383,30245195.440786365,0.19748886635,0.08978174757421963,3483.7945877146685,0.0005832483623911293,0.00910506529967727
25.89,0.0176422908,0.0394493615,8715.9941518984,9601415.94772138,0.028545826150000002,0.04168785113382536,248.80525378450844,0.0009077821645636433,0.001102581156817304
20.03,0.2621530873,0.5861921237,125128.9190911057,12418080.33813316,0.42417260549999997,0.6690364012402432,53076.25963427299,0.010076349619583523,0.021176864977533696
21.14,0.1572370824,0.3515928047,49560.1880906995,58676448.65575166,0.25441494355,0.26179696583181306,12608.852455422695,0.0008446351002165065,0.012034765541627246
25.5,0.0211132445,0.0472106499,17905.3971187594,52105220.32242197,0.0341619472,0.0912094882769039,611.6832309660907,0.00034363921710651193,0.0013396842039215687
23.59,0.0508809225,0.1137732014,56285.6840336977,70408135.71414946,0.08232706195,0.29804062288956557,4633.834996340356,0.0007994201730068864,0.0034899136053412466
20.29,0.2325706875,0.5200438667,92190.7433737174,60546365.976429775,0.3763072771,0.4915327710355654,34692.04761278846,0.0015226470141842458,0.018546440468210943
20.29,0.2325706875,0.5200438667,92190.7435273805,60546366.30554509,0.3763072771,0.49153277186365496,34692.04767061301,0.001522647008445448,0.018546440468210943
24.63,0.0315177333,0.0704757942,81752.0396666094,64844498.417526655,0.05099676375,0.43527865974109764,4169.0894529587085,0.0012607397953827467,0.0020705141595615106
24.63,0.0315177333,0.0704757942,28801.2564782492,12114445.191582188,0.05099676375,0.14992720862375522,1468.7708723244316,0.0023774309118391956,0.0020705141595615106
23.2,0.0608912622,0.1361570015,21854.6919943113,35229281.50843846,0.09852413185,0.11249221453272149,2153.214555588666,0.0006203558817705791,0.00424672982112069
25.5,0.0211132445,0.0472106499,70676.6951318245,71411941.46099195,0.0341619472,0.37559369486752575,2414.4535273638858,0.000989704154317537,0.0013396842039215687
24.7,0.0305179233,0.0682401509,62623.2875232506,46461151.47667728,0.0493790371,0.33219392985609575,3092.2776379345587,0.0013478634414535859,0.001999151299595142
21.61,0.1266353563,0.283165265,46314.7055954716,53674102.35793184,0.20490031065,0.24430708024702733,9489.897564175424,0.0008628873807076778,0.009481735800555299
24.4,0.0350392641,0.0783501764,87300.2342485404,50857121.76250224,0.05669472025,0.4651778468674441,4949.462358480467,0.001716578351724738,0.0023235541086065576
23.27,0.0589596608,0.1318378096,21854.6919533321,35229281.41867974,0.0953987352,0.11249221431188484,2084.9099705334997,0.0006203558821879352,0.004099644830253545
23.83,0.0455569852,0.1018685158,68223.8787857528,68998905.81204528,0.07371275050000001,0.362375482377899,5028.9697550764395,0.0009887675461346637,0.0030932753042383554
18.3,0.5815070396,1.30028927,34927.108998933,45919603.76148605,0.9408981547999999,0.18293939089667405,32862.85240959453,0.0007606143376225571,0.05141519971584699
20.82,0.1822027706,0.4074177807,19436.9789956064,45407889.63143916,0.29481027565,0.09946317377025436,5730.221135497984,0.00042805290343528275,0.014159955602785783
23.9,0.04411182,0.0986370281,93431.3881340848,64104792.19687005,0.07137442405,0.49821859816361036,6668.611516262306,0.0014574789954415707,0.0029863775753138076
20.16,0.2469192656,0.5521282628,118280.5427806531,55009219.38086784,0.3995237642,0.632130542623692,47255.88768334566,0.002150194896635653,0.01981764703373016
26.9,0.0110803882,0.0247765013,56966.1180072977,71703989.1305274,0.01792844475,0.3017074774678182,1021.313899315817,0.0007944623262674911,0.000666484934944238
18.17,0.6173834405,1.3805113411,64015.7186074853,20204654.198925853,0.9989473908000001,0.33969773256764113,63948.335073134454,0.0031683649706258565,0.054977842091359384
27.9,0.0069912523,0.0156329154,45155.5154667083,13276853.074300405,0.01131208385,0.23806021163723085,510.8029772493761,0.0034010706613990054,0.0004054510340501792
21.65,0.1243240006,0.2779969165,42244.1126933695,18597613.681202963,0.20116045855,0.2223706796579965,8497.845080436084,0.0022714802779276247,0.009291476145496537
22.1,0.1010543415,0.2259643771,15413.3412821153,20867350.323345352,0.1635093593,0.07777981440933861,2520.225557710913,0.000738634327946832,0.007398613542986424
27.5,0.008405334,0.0187948982,20457.9105914915,36911144.43306715,0.0136001161,0.10496496798056923,278.2299592077041,0.0005542475289160668,0.0004945496763636364
18.16,0.620233153,1.3868834919,64016.8333246253,20203749.08693299,1.00355832245,0.3397037397715828,64244.62585982223,0.003168562084649375,0.05526202216134361
19.67,0.3094246986,0.69189466,42444.7690983646,65193839.917062774,0.5006596793,0.22345201581383128,21250.38448474977,0.0006510549026159725,0.025452957768174883
26.6,0.0127219879,0.0284472297,86918.0058451548,65005478.62098305,0.0205846088,0.46311802030781885,1789.173147998625,0.0013370873915402358,0.0007738574736842105
23.81,0.0459785188,0.1028110936,28698.0848579221,3952160.244628052,0.0743948062,0.1493712173843105,2134.988461316269,0.007261366716324264,0.0031245193700125996
20.75,0.1881719895,0.42076536,53459.3260037362,70628488.03601551,0.30446867475,0.2828093965192641,16276.690141385774,0.0007569088265980682,0.014673189144578313
27.8,0.0073207399,0.016369672,40531.497556576,53300601.68501815,0.01184520595,0.2131414070190797,480.1039360195645,0.0007604322704666332,0.00042608654496402876
26.24,0.0150160248,0.0335768522,43717.7088519455,50525597.36928312,0.0242964385,0.23031188046544818,1062.1846244821995,0.0008652586239093839,0.0009259313452743903
25.07,0.0257368254,0.0575492912,21165.3410670564,26688864.054279488,0.0416430583,0.10877730654502413,881.389531994814,0.0007930401617697399,0.001661071332269645
21.98,0.1067959975,0.2388031102,16050.0417153478,64014213.1549499,0.17279955385,0.08121098920242217,2773.4400476859887,0.0002507262203863663,0.00786167214968153
28.16,0.0062023315,0.0138688349,27784.5854978755,9504099.466530044,0.0100355832,0.1444483748447244,278.83451944144304,0.002923431682898799,0.0003563772443181818
19.48,0.3377185972,0.7551617405,111818.4902095716,69468988.63508584,0.54644016885,0.5973065803076821,61102.11467067037,0.001609617361740269,0.028051343370123202
19.86,0.283501249,0.6339280645,66090.7736549125,46720796.80108285,0.45871465675,0.35088019169813944,30316.80655145513,0.0014145900365590664,0.023097414740684795
19.45,0.3424167308,0.7656670868,54813.7085313776,20244312.69898136,0.5540419087999999,0.29010815578889854,30369.091703131286,0.0027076102481926037,0.02848544518251928
19.77,0.2954982931,0.6607542706,32861.6694330909,58643388.91774186,0.47812628185,0.17180874953842165,15712.02782142755,0.0005603644339038018,0.02418443509610521
27.0,0.0105816886,0.023661375,35591.9144469584,14329422.535716806,0.0171215318,0.18652202344490165,609.3880950264776,0.0024838345270539524,0.0006341308074074074
19.7,0.3051792326,0.6824015094,50498.2577464211,43595431.20705148,0.493790371,0.266852217546544,24935.553427458897,0.0011583383017038057,0.02506550106598985
19.7,0.3051792326,0.6824015094,50496.3966755484,43592923.63259475,0.493790371,0.26684218824684003,24934.634448582212,0.0011583622401914763,0.02506550106598985
23.2,0.0608912622,0.1361570015,58922.2119568604,58551055.272324055,0.09852413185,0.31224885595969043,5805.259779731361,0.0010063390263900468,0.00424672982112069
21.2,0.1529519353,0.3420109247,63644.1937572654,44475563.003504775,0.24748143,0.3376955873914446,15750.756082245114,0.0014309924250368701,0.011673652358490567
21.02,0.1661709017,0.3715694322,128712.3868689934,56908066.177003145,0.26887016695,0.688347687474009,34606.92094599924,0.0022617599844045795,0.012791159226926736
26.62,0.012605352,0.0281864239,35001.5707777323,13234647.416191768,0.02039588795,0.18334066497334964,713.8881156566223,0.002644692350089361,0.0007661866247182569
25.1,0.0253837029,0.0567596853,20257.4858445438,10650512.89849998,0.0410716941,0.10388488022855417,832.0092618421832,0.0019020197466167912,0.0016363224741035856
23.29,0.0584191154,0.1306291133,57068.8130286983,17146695.535143107,0.09452411435,0.3022609003185236,5394.3790085434475,0.003328268873249227,0.004058570817947617
23.66,0.0492668706,0.1101640716,25156.203642514,62069838.012334965,0.07971547109999999,0.13028404088482995,2005.3386244505393,0.0004052886949296497,0.0033692084150464914
22.36,0.0896509666,0.2004656557,60809.7872198732,48223586.19843098,0.14505831115,0.32242098766316074,8820.96503550566,0.0012609967862956598,0.006487402108676208
26.09,0.0160899605,0.0359782453,27908.9759241792,12235328.019711856,0.0260341029,0.14511871410155086,726.585151043704,0.0022810157503923185,0.0009978575277884247
18.47,0.5377184977,1.2023751136,29288.5969112065,55884805.46652375,0.87004680565,0.15255348327653673,25482.450184565674,0.0005240887333633294,0.04710594508121278
17.11,1.0059003902,2.249261651,73692.8941595674,29291939.936200894,1.6275810206,0.3918479732294433,119941.1558871965,0.0025158079089358265,0.09512454825248394
18.51,0.527904029,1.1804292945,81186.0494521867,52717160.23823702,0.8541666617499999,0.43222854189054166,69346.41684124472,0.001540030780969505,0.046146226998919494
17.96,0.6800721287,1.5206875095,55037.1901887778,36700422.3244845,1.1003798191,0.29131249709222556,60561.81338369961,0.0014996337018187396,0.06126836409242762
20.77,0.1864468183,0.41690776,75336.4487211869,69729137.25160544,0.30167728915,0.40070507884543255,22727.29562439565,0.001080415615201841,0.014524664860375543
25.0,0.02658,0.0594346868,27452.7352792707,18301452.698553573,0.043007343399999995,0.14266003601892013,1180.6692134248897,0.0015000303927480238,0.0017202937359999998
23.27,0.0589596608,0.1318378096,54569.3759789368,17001858.00400459,0.0953987352,0.2887914491380041,5205.8494490438325,0.0032096125003563502,0.004099644830253545
25.33,0.0228325794,0.0510551996,57152.9518303604,32590158.733198866,0.0369438895,0.3027143238130194,2111.4523370196575,0.0017536874336282371,0.0014585033359652588
17.22,0.9562137328,2.1381589077,45914.0748139282,70049259.04085678,1.5471863202499998,0.24214808338254254,71037.62845904476,0.000655454111044179,0.08984821836527293
18.66,0.4926687055,1.1016407159,75847.8147774048,18785733.46648136,0.7971547107,0.403460827437004,60462.442846109305,0.004037522139486172,0.04271997377813505
19.53,0.3300311834,0.7379721607,73906.670969568,67346922.72822231,0.53400167205,0.39300001516868927,39466.28587339851,0.001097402345580324,0.02734263553763441
20.7,0.1925550782,0.4305662442,13700.5428070553,68704299.12134561,0.31156066120000003,0.06854955376160979,4268.550175765054,0.00019941318057633317,0.015051239671497586
20.97,0.1700415193,0.3802243961,37802.4285403206,38241057.52953755,0.2751329577,0.19843447055663577,10400.693972541301,0.000988529893848303,0.013120312718168815
26.33,0.0144063837,0.0322136532,31470.3190335644,21221264.610893335,0.023310018449999997,0.16431077063024838,733.5737172997723,0.0014829615298896938,0.0008853026376756551
23.4,0.0555334912,0.1241766613,46836.5295089466,4866091.046885339,0.08985507625,0.24711918616825865,4208.499930311772,0.009625082855555174,0.0038399605235042737
17.82,0.7253622947,1.6219593992,111540.9998791796,69110084.67514166,1.17366084695,0.59581118659147,130911.30438784778,0.0016139612677873044,0.06586200039001122
26.2,0.0152951935,0.0342010925,56059.3349570416,49827580.46968684,0.024748143,0.29682082908116947,1387.3644380017645,0.001125066367433713,0.0009445856106870229
26.32,0.0144728805,0.0323623447,33974.2584734661,5512897.693381937,0.0234176126,0.1778044851640678,795.5960233038965,0.006162686188472379,0.0008897269224924011
25.14,0.0249203981,0.0557237043,62774.7864061079,53233370.63698529,0.0403220512,0.3330103564217276,2531.208151536147,0.0011792374905994299,0.0016039002068416865
25.48,0.0213086029,0.0476474846,30861.9302680517,13680130.305650372,0.03447804375,0.16103216724368508,1064.0589819913357,0.002255967565989093,0.0013531414344583987
21.49,0.1338304618,0.2992540101,34069.6782769766,15144985.243595807,0.21654223595,0.17831870190945934,7377.524312193656,0.0022495682715427713,0.010076418610981852
20.32,0.229379698,0.5129085974,25894.4268042455,62354683.57665522,0.37114414770000004,0.1342623210492454,9610.564966441732,0.0004152763725023542,0.01826496789862205
22.51,0.0836671502,0.1870854353,35583.4585615044,23523686.517657347,0.13537629275,0.18647645472920962,4817.156703279713,0.0015126650550624685,0.0060140512105730775
25.41,0.0220067027,0.0492084832,25988.0692689415,35652301.94860125,0.03560759295,0.13476695972648942,925.3725920848731,0.0007289310324592123,0.001401322036599764
20.75,0.1881719895,0.42076536,43820.3726996584,66257172.07755803,0.30446867475,0.23086513532133868,13341.930802916073,0.0006613679896927083,0.014673189144578313
22.1,0.1010543415,0.2259643771,45478.7050134953,10494232.955400476,0.1635093593,0.23980187815486417,7436.193918550314,0.004333685482948169,0.007398613542986424
21.1,0.160160338,0.358129403,53501.6340464069,34730409.06898938,0.2591448705,0.283037394305946,13864.674026494507,0.001540483843427524,0.012281747417061612
21.94,0.1087814834,0.2432427915,34999.551056561,68379952.71816505,0.17601213745,0.18332978070814374,6160.345791255708,0.0005118393573744518,0.008022431059708294
23.77,0.0468333233,0.1047224945,56677.7105611888,42809092.00924315,0.0757779089,0.3001532514808773,4294.918387566332,0.001323964323956023,0.003187964194362642
26.78,0.0117099483,0.0261842403,24918.0868955251,45957988.959271066,0.0189470943,0.12900083117201197,472.12534218510837,0.0005421927168660063,0.0007075091224794623
24.4,0.0350392641,0.0783501764,26944.6851395803,10576183.970087944,0.05669472025,0.13992215688150839,1527.6213862128373,0.002547675533612739,0.0023235541086065576
23.7,0.0483676488,0.1081533507,55838.2009828741,22452870.963071935,0.07826049975,0.2956291394286184,4369.925514060668,0.002486906956117583,0.003302130791139241
24.86,0.0283501249,0.0633928065,23712.2426923449,54518289.78048726,0.045871465699999996,0.12250254403667561,1087.7153273319745,0.00043494105900643623,0.0018451917015285598
24.1,0.040230458,0.0899580388,25435.5525827389,24280673.611065943,0.0650942484,0.1317894506382175,1655.7081780120675,0.00104756371220058,0.0027010061576763483
18.78,0.4661814374,1.0424133839,63451.6747742603,53335853.435737714,0.75429741065,0.3366581037536159,47861.433983630464,0.0011896626881711145,0.04016493134451544
20.28,0.233644185,0.5224442801,48329.5362530022,61971652.56199616,0.37804423254999997,0.2551649905037438,18270.70244226362,0.0007798652166755365,0.01864123434664694
20.25,0.2368944994,0.5297122041,30021.5677545072,21449193.36176489,0.38330335174999997,0.15650345872861907,11507.36754509233,0.0013996595232351877,0.018928560580246914
23.4,0.0555334912,0.1241766613,63945.2968613046,60909942.29672809,0.08985507625,0.3393182302023712,5745.809525301411,0.001049833482845699,0.0038399605235042737
22.74,0.0752583992,0.1682828966,35868.5618853834,35539854.585326,0.1217706479,0.1880128748213894,4367.738020024382,0.0010092489770679343,0.005354909758135445
25.2,0.0242412481,0.0542050786,44906.6620835921,66053969.08703688,0.03922316335,0.23671914225710358,1761.3813424079842,0.000679848050075844,0.001556474736111111
26.9,0.0110803882,0.0247765013,22729.0379538439,54498523.44384374,0.01792844475,0.11720405963317428,407.49630117614345,0.00041705786721477533,0.000666484934944238
24.3,0.0366906138,0.0820427065,17360.5381563302,25088071.925430972,0.05936666015,0.0882732466158431,1030.6371687479625,0.0006919837525948887,0.0024430724341563785
21.76,0.1181829909,0.2642652014,61806.4809045876,49967070.505283915,0.19122409615,0.32779216391641897,11818.888447192,0.0012369442570793038,0.008787872065716911
19.07,0.407901194,0.912094798,83637.9600085584,35349539.34658684,0.659997996,0.4454418730849402,55200.88599517668,0.002366026872048448,0.03460922894598846
18.51,0.527904029,1.1804292945,104357.0842225448,28301241.131939523,0.8541666617499999,0.5570971084628586,89138.34226033467,0.0036873677636975444,0.046146226998919494
19.24,0.3771854893,0.8434123941,63627.8196266932,34737302.85299451,0.6102989417,0.3376073473005863,38831.99098084935,0.001831685663563491,0.03172031921517672
18.81,0.4597851883,1.028110936,77780.2745233123,17724207.131794453,0.74394806215,0.4138748413479781,57864.4845051132,0.0043883641138331465,0.03955066784423179
19.26,0.3737274319,0.8356799428,34215.0195167917,20540574.016922165,0.60470368735,0.17910194497388957,20689.948464556157,0.0016657284985611388,0.03139686850207684
17.68,0.77366861,1.729975604,77703.7988083817,69516223.83342302,1.251822107,0.41346271418164227,97271.33314621248,0.0011177793401807613,0.07080441781674209
20.06,0.2585562121,0.5781492662,30247.4074954114,46143415.86321116,0.41835273915,0.15772050772972138,12654.0857778916,0.0006555086338878263,0.02085507174227318
22.4,0.0880146521,0.1968067451,52015.2098705572,40454239.80395068,0.1424106986,0.27502706339080574,7407.522375491666,0.001285778947339841,0.006357620473214286
19.53,0.3300311834,0.7379721607,60868.3533306984,37193790.205588415,0.53400167205,0.3227366000810323,32503.802453523138,0.0016365192413639214,0.02734263553763441
27.18,0.0097399107,0.0217791025,16555.730457372,5887777.389380857,0.0157595066,0.08393614278205853,260.91014341077505,0.002811881184100433,0.0005798199632082413
26.08,0.0161642283,0.0361443134,43743.3528363426,33538345.802109584,0.02615427085,0.23045007574263818,1144.0754979688202,0.0013042787826939013,0.0010028478086656443
21.58,0.1283970296,0.2871044863,26266.1838726413,30154727.310727037,0.20775075795,0.13626571764779072,5456.819607995297,0.0008710469705788898,0.009627004538924932
19.26,0.3737274319,0.8356799428,63143.8601356523,56868815.79489678,0.60470368735,0.33499929252339294,38183.32505754162,0.0011103424478432452,0.03139686850207684
21.73,0.1198270801,0.2679414966,98310.9973699184,72093874.15111795,0.19388428835,0.5245147828938258,19060.95776204535,0.0013636525783570184,0.008922424682466635
26.6,0.0127219879,0.0284472297,74321.4126966599,65534981.82270611,0.0205846088,0.39523505583359486,1529.8772058240972,0.001134072378286821,0.0007738574736842105
25.4,0.022108281,0.0494356193,69626.1542321077,73036865.44664697,0.035771950149999995,0.36993233629751304,2490.663318327168,0.0009533015115903245,0.0014083444940944882
21.6,0.1272198785,0.2844722965,65269.350179969,46308500.76294419,0.2058460875,0.34645354554782337,13435.440368214038,0.0014094464105863945,0.009529911458333333
23.7,0.0483676488,0.1081533507,46728.9111008966,40849252.23169633,0.07826049975,0.2465392312166054,3657.0279355294906,0.001143935532426663,0.003302130791139241
24.2,0.0384197891,0.0859092601,20012.6840519653,32699534.13413325,0.06216452459999999,0.10256564484538883,1244.0789900604245,0.0006120174058099244,0.0025687820082644624
23.64,0.0497227313,0.1111834072,55579.5700767742,28263428.460162796,0.08045306925000001,0.29423537903612584,4471.547000271943,0.001966483654136773,0.0034032601205583757
16.0,1.6770846216,3.750075218,116367.3227831494,49216305.78568009,2.7135799198,0.6218202116007807,315772.03042523924,0.002364405879829515,0.1695987449875
19.91,0.2770479727,0.6194981001,24017.2550436941,22725593.08608781,0.44827303639999994,0.12414625375776882,10766.287844429966,0.0010568373266525229,0.02251496918131592
19.03,0.4154846434,0.9290519063,76030.0275393104,31840773.006760713,0.67226827485,0.4044427709115113,51112.57545065018,0.002387819778218545,0.03532676168418287
20.24,0.2379879547,0.5321572445,138479.8708989356,59604865.43863509,0.3850725996,0.7409845999781125,53324.80387932552,0.0023232981046069903,0.019025326067193676
21.32,0.1447288051,0.3236234466,64707.4695230881,33180044.781420656,0.23417612584999997,0.3434255740780647,15152.944526473715,0.001950192350533577,0.010983870818480299
23.56,0.0515887466,0.1153559443,40903.2428448758,43129035.05895942,0.08347234545,0.2151447401347587,3414.2896167727135,0.0009483922556801734,0.003542968822156197
13.88,4.4519981645,9.9549705315,24497.2500258095,47952576.02856001,7.203484348,0.12673294382028297,176465.55712996132,0.0005108641089733993,0.5189830221902016
23.96,0.0429096504,0.0959488953,71224.8949840414,72829561.49979593,0.06942927285,0.37854794056349483,4945.0926675596065,0.0009779668244225385,0.00289771589524207
24.31,0.0365220357,0.0816657545,43763.3770948772,46546952.24295133,0.0590938951,0.23055798635106242,2586.148415266416,0.0009401985519149504,0.002430847186343069
19.13,0.3967847541,0.8872376825,36708.3220700966,37059180.06747053,0.6420112183,0.19253833739001772,23567.154573971493,0.00099053249433109,0.033560440057501306
26.6,0.0127219879,0.0284472297,26931.9977293617,42136358.60077622,0.0205846088,0.13985378450439134,554.3846374613989,0.000639162913542927,0.0007738574736842105
21.96,0.1077841687,0.2410127282,58331.3325741295,19482619.18178363,0.17439844845,0.3090646105312933,10172.893896949128,0.0029940190294675396,0.007941641550546448
22.08,0.1019893859,0.2280551997,30084.6738938499,64454883.525809966,0.1650222928,0.15684353733277862,4964.641864103414,0.00046675553888485353,0.007473835724637681
24.59,0.0321036917,0.0717860371,61405.3213299986,5030643.467959889,0.0519448644,0.32563031738940196,3189.691089925205,0.012206255863904567,0.00211243856852379
19.3,0.3669061375,0.8204270649,141502.5720007272,65902134.07064976,0.5936666012,0.7572739179778476,84005.35098073001,0.0021471622125169834,0.030759927523316064
18.81,0.4597851883,1.028110936,74743.2642481927,60877190.23665751,0.74394806215,0.3975084112995146,55605.10659620834,0.0012277712548432577,0.03955066784423179
20.11,0.2526707542,0.5649889822,64777.953326134,43804687.82498005,0.4088298682,0.3438054108674068,26483.162120589113,0.001478790434141474,0.020329680169070115
18.93,0.4350658314,0.9728367737,90418.0353598724,14173907.710923418,0.7039513025499999,0.48197965824479544,63649.89376559413,0.006379188943793521,0.03718707356312731
20.16,0.2469192656,0.5521282628,106443.0830672435,74603410.86814596,0.3995237642,0.5683385436508225,42526.541220078405,0.00142678574382304,0.01981764703373016
26.9,0.0110803882,0.0247765013,51043.1133758846,47815137.23407702,0.01792844475,0.26978844124627277,915.123638027533,0.0010675095028171758,0.000666484934944238
22.14,0.0992098919,0.2218400624,55950.3228386416,41127957.02784989,0.16052497715,0.2962333634328492,8981.424295208066,0.0013603963552275332,0.007250450639114724
26.57,0.0128989683,0.02884297,20603.6143006321,37415119.7007413,0.02087096915,0.10575016439000758,430.0173984469914,0.0005506761562017369,0.0007855088125705683
20.72,0.1907897226,0.4266187892,53976.4937893984,39613851.299625605,0.3087042559,0.28559641059580554,16662.773351347205,0.001362566173663315,0.0148988540492278
22.58,0.0810130488,0.1811506842,33078.3024887626,33712374.90417354,0.1310818665,0.17297618376835563,4335.965630878597,0.00098119170134963,0.005805219951284323
25.6,0.0201629919,0.0450858206,33418.975585384,3595237.858069896,0.03262440625,0.17481206903055746,1090.2742359563993,0.009295344815746067,0.001274390869140625
24.1,0.040230458,0.0899580388,41491.2978173131,30288264.308524475,0.0650942484,0.218313764833125,2700.8448465585566,0.0013698803402754111,0.0027010061576763483
23.85,0.0451393163,0.1009345797,20293.3018749482,17621710.689716283,0.073036948,0.10407789260030328,1482.1608337888943,0.0011516079359304775,0.0030623458280922434
